Emp_id,Age,Employment Type,GraduateOrNot,AnnualIncome,FrequentFlyer,EverTravelledAbroad,TravelInsurance
1088,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1089,32,Government Sector,Yes,900000,Yes,No,0
1090,30,Private Sector/Self Employed,No,650000,No,No,0
1091,28,Government Sector,Yes,300000,No,No,0
1092,27,Government Sector,Yes,750000,No,No,0
1093,27,Government Sector,Yes,850000,No,No,0
1094,35,Private Sector/Self Employed,No,950000,Yes,No,1
1095,28,Private Sector/Self Employed,Yes,550000,No,No,0
1096,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1097,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1098,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1099,31,Private Sector/Self Employed,Yes,1750000,No,No,0
1100,33,Government Sector,Yes,400000,No,No,1
1101,29,Private Sector/Self Employed,Yes,600000,Yes,No,1
1102,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
1103,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1104,34,Private Sector/Self Employed,Yes,700000,Yes,No,0
1105,28,Private Sector/Self Employed,Yes,550000,No,No,0
1106,27,Government Sector,Yes,850000,No,No,0
1107,31,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1108,28,Private Sector/Self Employed,Yes,700000,No,No,0
1109,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1110,34,Private Sector/Self Employed,Yes,1300000,No,No,1
1111,28,Government Sector,Yes,300000,No,No,0
1112,26,Private Sector/Self Employed,Yes,1250000,No,No,1
1113,29,Private Sector/Self Employed,Yes,500000,No,No,0
1114,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1115,31,Government Sector,No,400000,No,No,0
1116,27,Private Sector/Self Employed,No,350000,No,No,0
1117,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1118,34,Private Sector/Self Employed,Yes,1000000,No,No,1
1119,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1120,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1121,27,Government Sector,Yes,500000,No,No,0
1122,35,Private Sector/Self Employed,No,950000,No,No,1
1123,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1124,25,Private Sector/Self Employed,No,600000,Yes,No,0
1125,26,Government Sector,Yes,550000,No,No,1
1126,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1127,29,Private Sector/Self Employed,Yes,350000,No,No,0
1128,28,Government Sector,Yes,300000,No,No,0
1129,31,Government Sector,Yes,400000,No,No,0
1130,27,Government Sector,Yes,850000,Yes,Yes,1
1131,25,Private Sector/Self Employed,No,1150000,No,No,0
1132,28,Private Sector/Self Employed,Yes,1150000,No,No,1
1133,27,Government Sector,Yes,850000,Yes,No,0
1134,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1135,32,Government Sector,Yes,800000,No,Yes,1
1136,31,Government Sector,Yes,1300000,No,No,1
1137,28,Private Sector/Self Employed,Yes,700000,No,No,0
1138,25,Private Sector/Self Employed,No,1150000,Yes,No,0
1139,25,Private Sector/Self Employed,No,1150000,No,No,0
1140,31,Government Sector,No,300000,No,No,0
1141,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1142,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1143,32,Government Sector,Yes,850000,No,No,1
1144,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1145,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1146,34,Private Sector/Self Employed,Yes,1300000,No,No,0
1147,28,Private Sector/Self Employed,Yes,750000,No,No,0
1148,29,Private Sector/Self Employed,Yes,900000,No,No,1
1149,30,Private Sector/Self Employed,No,550000,No,No,1
1150,28,Private Sector/Self Employed,Yes,800000,No,No,0
1151,32,Government Sector,Yes,850000,Yes,No,1
1152,26,Private Sector/Self Employed,Yes,500000,No,No,0
1153,31,Private Sector/Self Employed,Yes,500000,No,No,0
1154,30,Private Sector/Self Employed,No,500000,No,No,0
1155,25,Private Sector/Self Employed,No,1350000,No,Yes,1
1156,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1157,33,Government Sector,Yes,400000,No,No,0
1158,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1159,25,Private Sector/Self Employed,Yes,500000,No,No,0
1160,29,Private Sector/Self Employed,Yes,900000,No,No,0
1161,33,Government Sector,Yes,1100000,No,Yes,0
1162,25,Private Sector/Self Employed,No,600000,Yes,Yes,0
1163,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1164,34,Private Sector/Self Employed,Yes,1050000,No,No,1
1165,31,Government Sector,Yes,400000,No,No,0
1166,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1167,31,Government Sector,Yes,1300000,No,No,0
1168,28,Private Sector/Self Employed,Yes,700000,No,No,0
1169,27,Government Sector,Yes,900000,Yes,Yes,0
1170,32,Government Sector,Yes,350000,No,No,0
1171,35,Private Sector/Self Employed,No,950000,No,No,0
1172,31,Government Sector,Yes,400000,No,No,0
1173,32,Government Sector,Yes,650000,No,No,0
1174,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1175,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1176,28,Government Sector,No,300000,No,No,0
1177,29,Private Sector/Self Employed,Yes,1200000,No,No,1
1178,34,Private Sector/Self Employed,Yes,700000,Yes,No,1
1179,27,Government Sector,Yes,500000,No,No,1
1180,28,Private Sector/Self Employed,Yes,800000,No,No,0
1181,33,Government Sector,Yes,800000,No,No,0
1182,27,Government Sector,Yes,750000,No,No,0
1183,31,Government Sector,Yes,400000,No,No,0
1184,28,Private Sector/Self Employed,Yes,500000,No,No,0
1185,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,0
1186,32,Government Sector,Yes,650000,Yes,No,0
1187,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1188,27,Government Sector,Yes,1050000,No,No,0
1189,31,Government Sector,No,300000,No,No,0
1190,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1191,28,Private Sector/Self Employed,Yes,700000,No,No,0
1192,26,Government Sector,Yes,1450000,Yes,Yes,1
1193,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1194,25,Private Sector/Self Employed,No,1150000,No,No,0
1195,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1196,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1197,28,Government Sector,Yes,300000,No,No,0
1198,31,Government Sector,Yes,1200000,No,No,0
1199,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1200,26,Private Sector/Self Employed,Yes,500000,No,No,0
1201,29,Private Sector/Self Employed,Yes,1100000,No,No,0
1202,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1203,31,Government Sector,Yes,1500000,Yes,Yes,1
1204,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1205,34,Private Sector/Self Employed,Yes,700000,No,No,0
1206,34,Government Sector,Yes,1100000,No,No,1
1207,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
1208,28,Government Sector,Yes,600000,Yes,No,0
1209,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1210,35,Private Sector/Self Employed,No,800000,No,No,1
1211,27,Private Sector/Self Employed,No,450000,No,No,1
1212,34,Private Sector/Self Employed,Yes,500000,No,No,0
1213,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1214,34,Private Sector/Self Employed,Yes,1050000,No,No,0
1215,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1216,26,Government Sector,Yes,1450000,Yes,Yes,1
1217,34,Private Sector/Self Employed,Yes,1300000,No,No,0
1218,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1219,35,Private Sector/Self Employed,No,950000,Yes,No,1
1220,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1221,29,Private Sector/Self Employed,Yes,1100000,No,Yes,0
1222,34,Private Sector/Self Employed,Yes,500000,No,No,0
1223,35,Private Sector/Self Employed,No,800000,No,No,0
1224,33,Government Sector,Yes,400000,No,No,0
1225,33,Government Sector,Yes,1000000,No,Yes,0
1226,34,Private Sector/Self Employed,Yes,700000,No,No,0
1227,28,Government Sector,Yes,600000,Yes,No,1
1228,28,Private Sector/Self Employed,Yes,800000,No,No,0
1229,33,Government Sector,Yes,1100000,Yes,No,0
1230,28,Government Sector,Yes,300000,No,No,0
1231,31,Government Sector,No,300000,No,No,0
1232,34,Private Sector/Self Employed,Yes,1000000,No,No,1
1233,34,Private Sector/Self Employed,Yes,700000,Yes,No,1
1234,25,Private Sector/Self Employed,Yes,1800000,Yes,No,1
1235,29,Private Sector/Self Employed,Yes,1100000,Yes,No,0
1236,28,Government Sector,Yes,300000,No,No,0
1237,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1238,30,Private Sector/Self Employed,No,650000,Yes,No,0
1239,33,Government Sector,Yes,700000,No,No,0
1240,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1241,28,Private Sector/Self Employed,Yes,550000,Yes,No,0
1242,31,Government Sector,Yes,400000,No,No,0
1243,34,Government Sector,Yes,1300000,No,No,1
1244,35,Government Sector,Yes,1100000,No,No,1
1245,31,Private Sector/Self Employed,Yes,1250000,No,No,1
1246,28,Private Sector/Self Employed,Yes,1100000,No,No,1
1247,27,Private Sector/Self Employed,No,600000,No,No,1
1248,35,Private Sector/Self Employed,No,800000,No,No,0
1249,28,Private Sector/Self Employed,Yes,900000,Yes,No,0
1250,26,Private Sector/Self Employed,Yes,500000,No,No,0
1251,28,Private Sector/Self Employed,Yes,750000,Yes,Yes,0
1252,33,Private Sector/Self Employed,Yes,750000,No,No,0
1253,27,Government Sector,Yes,750000,No,No,0
1254,27,Government Sector,Yes,500000,No,No,0
1255,31,Government Sector,No,300000,No,No,0
1256,28,Private Sector/Self Employed,Yes,500000,No,No,0
1257,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1258,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1259,28,Private Sector/Self Employed,Yes,700000,Yes,No,0
1260,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1261,28,Private Sector/Self Employed,Yes,600000,No,No,1
1262,34,Private Sector/Self Employed,Yes,700000,No,No,1
1263,28,Government Sector,Yes,300000,No,No,0
1264,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1265,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1266,28,Government Sector,Yes,600000,Yes,No,1
1267,28,Private Sector/Self Employed,Yes,1300000,No,No,1
1268,28,Private Sector/Self Employed,Yes,800000,No,No,1
1269,34,Private Sector/Self Employed,Yes,700000,No,No,0
1270,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1271,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1272,28,Private Sector/Self Employed,Yes,600000,No,No,1
1273,34,Private Sector/Self Employed,No,1400000,No,Yes,1
1274,29,Private Sector/Self Employed,Yes,900000,No,No,0
1275,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1276,28,Private Sector/Self Employed,Yes,1150000,No,No,1
1277,34,Private Sector/Self Employed,Yes,1300000,No,No,0
1278,34,Private Sector/Self Employed,Yes,1050000,No,No,0
1279,28,Government Sector,Yes,600000,No,No,0
1280,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1281,34,Government Sector,Yes,1300000,No,No,0
1282,31,Government Sector,Yes,400000,No,No,0
1283,28,Private Sector/Self Employed,Yes,900000,No,No,1
1284,32,Government Sector,Yes,850000,No,Yes,1
1285,30,Private Sector/Self Employed,No,800000,Yes,No,0
1286,33,Government Sector,Yes,400000,No,No,0
1287,34,Private Sector/Self Employed,No,1300000,No,No,0
1288,34,Private Sector/Self Employed,Yes,700000,Yes,No,0
1289,28,Private Sector/Self Employed,Yes,800000,No,No,1
1290,27,Government Sector,Yes,500000,No,No,0
1291,26,Private Sector/Self Employed,Yes,500000,No,No,0
1292,28,Private Sector/Self Employed,Yes,600000,No,No,0
1293,28,Government Sector,Yes,300000,No,No,0
1294,29,Private Sector/Self Employed,Yes,1100000,No,No,0
1295,35,Private Sector/Self Employed,No,800000,No,No,0
1296,33,Government Sector,Yes,400000,No,No,0
1297,31,Private Sector/Self Employed,Yes,900000,No,No,0
1298,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1299,26,Private Sector/Self Employed,Yes,500000,No,No,0
1300,34,Private Sector/Self Employed,No,1300000,No,No,0
1301,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1302,25,Private Sector/Self Employed,No,1150000,No,No,0
1303,33,Government Sector,Yes,1100000,No,No,1
1304,34,Private Sector/Self Employed,No,950000,No,No,0
1305,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1306,31,Private Sector/Self Employed,Yes,900000,No,No,0
1307,28,Government Sector,Yes,300000,No,No,0
1308,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1309,33,Government Sector,Yes,400000,No,No,0
1310,28,Government Sector,Yes,1200000,No,No,0
1311,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1312,28,Private Sector/Self Employed,Yes,650000,Yes,No,0
1313,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1314,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1315,28,Private Sector/Self Employed,Yes,800000,No,No,1
1316,33,Government Sector,Yes,700000,No,No,0
1317,29,Private Sector/Self Employed,Yes,1200000,No,No,1
1318,26,Private Sector/Self Employed,Yes,450000,No,No,0
1319,31,Government Sector,Yes,1200000,No,No,0
1320,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1321,30,Private Sector/Self Employed,No,800000,No,No,1
1322,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1323,34,Private Sector/Self Employed,No,1300000,No,No,0
1324,25,Government Sector,Yes,750000,No,Yes,1
1325,31,Government Sector,Yes,1200000,No,No,0
1326,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1327,27,Private Sector/Self Employed,No,800000,No,No,1
1328,31,Government Sector,Yes,400000,No,No,0
1329,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1330,34,Private Sector/Self Employed,Yes,700000,Yes,No,1
1331,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1332,28,Government Sector,Yes,300000,No,No,0
1333,29,Private Sector/Self Employed,Yes,1350000,Yes,Yes,0
1334,33,Private Sector/Self Employed,Yes,550000,No,No,0
1335,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1336,31,Government Sector,No,350000,No,No,0
1337,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1338,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1339,31,Government Sector,No,400000,No,No,0
1340,33,Government Sector,Yes,400000,No,No,1
1341,31,Government Sector,Yes,1500000,Yes,Yes,1
1342,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1343,31,Government Sector,No,350000,No,No,0
1344,27,Government Sector,Yes,1050000,No,No,0
1345,34,Government Sector,Yes,1300000,No,No,0
1346,28,Government Sector,Yes,1200000,No,No,0
1347,28,Government Sector,Yes,600000,No,No,0
1348,31,Private Sector/Self Employed,Yes,900000,No,Yes,0
1349,34,Private Sector/Self Employed,Yes,700000,No,No,1
1350,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1351,28,Private Sector/Self Employed,Yes,700000,Yes,No,0
1352,33,Government Sector,Yes,1100000,No,No,1
1353,28,Private Sector/Self Employed,Yes,700000,No,Yes,0
1354,33,Government Sector,Yes,700000,No,No,1
1355,25,Private Sector/Self Employed,No,1150000,No,Yes,0
1356,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1357,26,Private Sector/Self Employed,Yes,1250000,No,No,0
1358,26,Private Sector/Self Employed,Yes,500000,No,No,0
1359,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1360,28,Government Sector,Yes,600000,No,No,0
1361,28,Private Sector/Self Employed,Yes,800000,No,No,0
1362,28,Private Sector/Self Employed,Yes,500000,No,No,1
1363,34,Private Sector/Self Employed,Yes,1050000,No,No,0
1364,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1365,34,Private Sector/Self Employed,Yes,700000,No,No,1
1366,28,Government Sector,Yes,1200000,No,No,0
1367,28,Private Sector/Self Employed,Yes,500000,No,No,1
1368,28,Private Sector/Self Employed,No,550000,No,No,0
1369,34,Government Sector,Yes,1300000,No,No,1
1370,33,Government Sector,Yes,400000,No,No,1
1371,30,Private Sector/Self Employed,No,550000,No,No,0
1372,33,Government Sector,Yes,800000,No,No,1
1373,27,Government Sector,Yes,500000,No,No,1
1374,28,Government Sector,Yes,600000,No,No,0
1375,31,Government Sector,Yes,400000,No,No,0
1376,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1377,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1378,31,Private Sector/Self Employed,Yes,1350000,Yes,Yes,1
1379,33,Government Sector,Yes,1000000,No,Yes,1
1380,31,Government Sector,Yes,1200000,No,No,0
1381,31,Government Sector,No,350000,No,No,0
1382,25,Private Sector/Self Employed,Yes,500000,No,No,1
1383,33,Government Sector,Yes,650000,No,No,1
1384,29,Private Sector/Self Employed,Yes,1200000,Yes,No,0
1385,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1386,29,Private Sector/Self Employed,Yes,600000,No,No,0
1387,31,Government Sector,Yes,1200000,No,No,1
1388,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1389,30,Private Sector/Self Employed,No,550000,No,No,1
1390,29,Private Sector/Self Employed,Yes,1200000,Yes,No,1
1391,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1392,29,Government Sector,Yes,600000,No,No,0
1393,31,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1394,28,Private Sector/Self Employed,Yes,900000,Yes,No,0
1395,33,Government Sector,Yes,400000,No,No,0
1396,26,Government Sector,Yes,500000,No,No,0
1397,28,Private Sector/Self Employed,Yes,550000,No,No,0
1398,34,Private Sector/Self Employed,Yes,500000,No,No,0
1399,28,Private Sector/Self Employed,Yes,750000,No,No,0
1400,28,Private Sector/Self Employed,Yes,800000,No,No,0
1401,31,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1402,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1403,33,Government Sector,Yes,650000,No,No,0
1404,28,Government Sector,Yes,300000,No,No,0
1405,28,Private Sector/Self Employed,Yes,600000,No,No,0
1406,35,Government Sector,Yes,900000,Yes,No,1
1407,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1408,28,Government Sector,Yes,300000,No,No,0
1409,27,Government Sector,Yes,500000,No,No,1
1410,28,Private Sector/Self Employed,Yes,700000,No,No,0
1411,31,Government Sector,Yes,1200000,No,No,0
1412,28,Private Sector/Self Employed,No,550000,No,No,0
1413,28,Private Sector/Self Employed,No,550000,No,No,1
1414,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1415,34,Private Sector/Self Employed,Yes,1050000,No,No,1
1416,29,Private Sector/Self Employed,Yes,900000,No,No,1
1417,28,Private Sector/Self Employed,Yes,700000,No,No,0
1418,28,Private Sector/Self Employed,Yes,900000,No,No,0
1419,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1420,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1421,28,Private Sector/Self Employed,Yes,1150000,No,No,1
1422,28,Private Sector/Self Employed,Yes,800000,No,No,1
1423,34,Private Sector/Self Employed,Yes,1300000,No,No,0
1424,29,Private Sector/Self Employed,Yes,900000,No,No,0
1425,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1426,25,Private Sector/Self Employed,No,1150000,No,No,0
1427,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1428,25,Private Sector/Self Employed,No,1700000,Yes,No,1
1429,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1430,26,Private Sector/Self Employed,Yes,600000,Yes,No,0
1431,31,Private Sector/Self Employed,Yes,1350000,Yes,Yes,1
1432,31,Government Sector,No,300000,No,No,0
1433,34,Private Sector/Self Employed,Yes,1050000,No,No,1
1434,34,Private Sector/Self Employed,Yes,1750000,No,No,0
1435,33,Government Sector,Yes,400000,No,No,1
1436,30,Private Sector/Self Employed,No,800000,No,No,1
1437,34,Private Sector/Self Employed,Yes,700000,No,No,0
1438,28,Private Sector/Self Employed,Yes,800000,Yes,No,0
1439,28,Private Sector/Self Employed,Yes,900000,Yes,No,0
1440,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1441,33,Government Sector,Yes,1100000,No,No,0
1442,31,Private Sector/Self Employed,Yes,1250000,No,No,1
1443,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1444,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1445,25,Government Sector,Yes,750000,No,Yes,1
1446,25,Government Sector,Yes,750000,Yes,No,0
1447,28,Private Sector/Self Employed,Yes,900000,No,No,0
1448,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1449,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
1450,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1451,28,Private Sector/Self Employed,Yes,700000,No,No,1
1452,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1453,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1454,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1455,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1456,28,Private Sector/Self Employed,Yes,700000,No,No,0
1457,29,Private Sector/Self Employed,Yes,1100000,No,No,0
1458,28,Private Sector/Self Employed,Yes,1300000,No,No,0
1459,33,Government Sector,Yes,800000,No,No,0
1460,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1461,33,Government Sector,Yes,700000,No,No,1
1462,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1463,31,Government Sector,Yes,400000,No,No,0
1464,33,Private Sector/Self Employed,Yes,1200000,No,No,0
1465,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1466,30,Private Sector/Self Employed,No,650000,Yes,No,1
1467,30,Private Sector/Self Employed,No,550000,Yes,Yes,0
1468,30,Private Sector/Self Employed,No,550000,No,No,0
1469,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1470,32,Government Sector,Yes,850000,Yes,No,1
1471,34,Private Sector/Self Employed,Yes,1300000,No,No,0
1472,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1473,28,Private Sector/Self Employed,Yes,700000,No,No,1
1474,28,Government Sector,Yes,600000,No,No,0
1475,29,Private Sector/Self Employed,Yes,350000,No,No,0
1476,34,Private Sector/Self Employed,No,750000,Yes,No,0
1477,31,Government Sector,No,1750000,No,No,0
1478,27,Government Sector,Yes,850000,No,No,1
1479,29,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1480,34,Private Sector/Self Employed,No,750000,Yes,No,0
1481,28,Private Sector/Self Employed,Yes,800000,No,No,0
1482,28,Government Sector,Yes,1200000,No,No,1
1483,33,Private Sector/Self Employed,Yes,550000,No,No,1
1484,28,Private Sector/Self Employed,Yes,650000,Yes,No,0
1485,28,Government Sector,Yes,300000,No,No,0
1486,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
1487,27,Government Sector,Yes,750000,No,No,0
1488,26,Government Sector,Yes,1450000,Yes,Yes,1
1489,34,Government Sector,Yes,1300000,No,No,0
1490,35,Private Sector/Self Employed,No,800000,Yes,No,0
1491,28,Private Sector/Self Employed,Yes,500000,No,No,1
1492,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1493,28,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1494,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1495,34,Private Sector/Self Employed,Yes,1000000,Yes,No,0
1496,27,Government Sector,Yes,500000,No,No,0
1497,28,Private Sector/Self Employed,Yes,500000,No,No,0
1498,30,Private Sector/Self Employed,No,650000,No,No,1
1499,27,Private Sector/Self Employed,No,350000,No,No,0
1500,25,Private Sector/Self Employed,No,1150000,No,No,1
1501,32,Government Sector,Yes,900000,No,No,0
1502,31,Private Sector/Self Employed,Yes,1400000,No,Yes,0
1503,27,Government Sector,Yes,1050000,No,No,1
1504,33,Government Sector,Yes,1000000,Yes,Yes,0
1505,30,Private Sector/Self Employed,No,650000,No,No,0
1506,35,Government Sector,Yes,1100000,No,No,0
1507,32,Government Sector,Yes,350000,No,No,0
1508,28,Private Sector/Self Employed,Yes,900000,No,Yes,0
1509,31,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1510,25,Private Sector/Self Employed,No,600000,No,No,0
1511,29,Private Sector/Self Employed,Yes,1050000,Yes,No,0
1512,28,Government Sector,Yes,300000,No,No,0
1513,26,Private Sector/Self Employed,Yes,600000,No,No,0
1514,28,Private Sector/Self Employed,Yes,750000,No,No,1
1515,34,Private Sector/Self Employed,Yes,1000000,No,No,1
1516,28,Government Sector,Yes,600000,No,No,0
1517,33,Government Sector,Yes,1100000,No,No,0
1518,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1519,33,Government Sector,Yes,700000,No,No,1
1520,28,Private Sector/Self Employed,Yes,1200000,No,No,1
1521,28,Private Sector/Self Employed,Yes,550000,No,No,0
1522,29,Private Sector/Self Employed,Yes,1200000,No,No,1
1523,26,Private Sector/Self Employed,Yes,500000,No,No,1
1524,28,Private Sector/Self Employed,Yes,1150000,No,No,0
1525,34,Private Sector/Self Employed,Yes,700000,No,No,0
1526,31,Government Sector,Yes,1300000,No,No,1
1527,26,Private Sector/Self Employed,Yes,600000,No,No,0
1528,35,Private Sector/Self Employed,No,800000,No,No,0
1529,30,Private Sector/Self Employed,No,800000,No,No,1
1530,27,Government Sector,Yes,1050000,No,No,0
1531,33,Government Sector,Yes,700000,No,No,0
1532,31,Private Sector/Self Employed,Yes,1350000,Yes,Yes,1
1533,28,Private Sector/Self Employed,Yes,700000,Yes,No,0
1534,33,Private Sector/Self Employed,Yes,550000,No,No,0
1535,31,Government Sector,Yes,400000,No,No,0
1536,28,Government Sector,Yes,600000,No,No,0
1537,26,Government Sector,Yes,500000,No,No,0
1538,25,Private Sector/Self Employed,No,1150000,No,No,1
1539,34,Private Sector/Self Employed,Yes,1300000,No,No,1
1540,32,Government Sector,Yes,650000,No,No,1
1541,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1542,25,Private Sector/Self Employed,No,1150000,No,No,1
1543,28,Private Sector/Self Employed,Yes,700000,No,No,1
1544,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1545,34,Private Sector/Self Employed,Yes,1750000,Yes,No,0
1546,34,Private Sector/Self Employed,Yes,500000,No,No,1
1547,31,Private Sector/Self Employed,Yes,900000,No,No,0
1548,30,Private Sector/Self Employed,No,500000,No,No,1
1549,32,Government Sector,Yes,850000,Yes,No,0
1550,33,Government Sector,Yes,400000,No,No,1
1551,34,Private Sector/Self Employed,Yes,850000,No,No,0
1552,31,Government Sector,Yes,400000,No,No,0
1553,26,Private Sector/Self Employed,Yes,500000,No,No,0
1554,29,Private Sector/Self Employed,Yes,1200000,No,No,1
1555,31,Private Sector/Self Employed,Yes,900000,No,No,0
1556,28,Private Sector/Self Employed,Yes,1100000,No,No,0
1557,29,Private Sector/Self Employed,Yes,500000,No,No,1
1558,31,Government Sector,No,300000,No,No,0
1559,32,Government Sector,Yes,800000,No,No,0
1560,29,Private Sector/Self Employed,Yes,1100000,No,No,0
1561,34,Private Sector/Self Employed,Yes,1050000,No,No,1
1562,25,Private Sector/Self Employed,No,1150000,No,No,0
1563,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
1564,30,Private Sector/Self Employed,No,550000,No,No,0
1565,27,Government Sector,Yes,1050000,No,No,0
1566,33,Government Sector,Yes,1100000,No,No,1
